* Generated by rew_pipeline.py (derived directly from its own WAV, phase referenced to its peak (sample 8192))
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
299.560547 -0.243 156.8216
299.926758 -0.244 157.0036
300.292969 -0.244 157.1855
300.659180 -0.245 157.3673
301.025391 -0.246 157.5491
301.391602 -0.247 157.7308
301.757812 -0.248 157.9125
302.124023 -0.249 158.0942
302.490234 -0.249 158.2757
302.856445 -0.250 158.4573
303.222656 -0.251 158.6388
303.588867 -0.252 158.8202
303.955078 -0.253 159.0016
304.321289 -0.254 159.1829
304.687500 -0.255 159.3642
305.053711 -0.256 159.5454
305.419922 -0.256 159.7266
305.786133 -0.257 159.9076
306.152344 -0.258 160.0887
306.518555 -0.259 160.2697
306.884766 -0.260 160.4506
307.250977 -0.261 160.6314
307.617188 -0.262 160.8122
307.983398 -0.263 160.9930
308.349609 -0.264 161.1736
308.715820 -0.265 161.3542
309.082031 -0.266 161.5348
309.448242 -0.267 161.7153
309.814453 -0.268 161.8957
310.180664 -0.268 162.0760
310.546875 -0.269 162.2563
310.913086 -0.270 162.4365
311.279297 -0.271 162.6167
311.645508 -0.272 162.7967
312.011719 -0.273 162.9768
312.377930 -0.274 163.1567
312.744141 -0.275 163.3365
313.110352 -0.276 163.5163
313.476562 -0.277 163.6961
313.842773 -0.278 163.8757
314.208984 -0.279 164.0553
314.575195 -0.280 164.2348
314.941406 -0.281 164.4142
315.307617 -0.282 164.5936
315.673828 -0.283 164.7728
316.040039 -0.284 164.9520
316.406250 -0.285 165.1311
316.772461 -0.286 165.3102
317.138672 -0.287 165.4892
317.504883 -0.288 165.6681
317.871094 -0.289 165.8469
318.237305 -0.290 166.0256
318.603516 -0.291 166.2042
318.969727 -0.292 166.3828
319.335938 -0.293 166.5613
319.702148 -0.294 166.7397
320.068359 -0.296 166.9180
320.434570 -0.297 167.0963
320.800781 -0.298 167.2744
321.166992 -0.299 167.4525
321.533203 -0.300 167.6305
321.899414 -0.301 167.8084
322.265625 -0.302 167.9862
322.631836 -0.303 168.1640
322.998047 -0.304 168.3416
323.364258 -0.305 168.5192
323.730469 -0.306 168.6966
324.096680 -0.307 168.8740
324.462891 -0.309 169.0513
324.829102 -0.310 169.2285
